superclass_name_linked	superclass_iri	subclass_name	subclass_iri	Analysis	Recommended Mapping	Type of mapping issue	Status
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superficial layers of lateral intermediate entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11413>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of lateral intermediate entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11414>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of lateral intermediate entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11415>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of lateral intermediate entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11416>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IIIa of lateral intermediate entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11417>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IIIb of lateral intermediate entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11418>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lamina dissecans of lateral intermediate entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11419>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	deep layers of lateral intermediate entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11420>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of lateral intermediate entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11421>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of lateral intermediate entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11422>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal part of entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11423>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superficial layers of caudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11424>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of caudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11425>	gen	medial entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0007224)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of caudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11426>	gen	medial entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0007224)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of caudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11427>	gen	medial entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0007224)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IIIa of caudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11428>	gen	medial entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0007224)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IIIb of caudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11429>	gen	medial entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0007224)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lamina dissecans of caudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11430>	gen	medial entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0007224)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	deep layers of caudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11431>	gen	medial entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0007224)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of caudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11432>	gen	medial entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0007224)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of caudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11433>	gen	medial entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0007224)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal limiting part of entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11434>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superficial layers of caudal limiting entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11435>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of caudal limiting entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11436>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of caudal limiting entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11437>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of caudal limiting entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11438>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IIIa of caudal limiting entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11439>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IIIb of caudal limiting entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11440>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lamina dissecans of caudal limiting entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11441>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	deep layers of caudal limiting entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11442>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of caudal limiting entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11443>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of caudal limiting entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11444>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	laterocaudal part of entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11445>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superficial layers of laterocaudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11446>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of laterocaudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11447>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of laterocaudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11448>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of laterocaudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11449>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IIIa of laterocaudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11450>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IIIb of laterocaudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11451>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	deep layers of laterocaudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11452>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of laterocaudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11453>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of laterocaudal entorhinal cortex	<http://purl.obolibrary.org/obo/DHBA_11454>	gen	entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0002728)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of area 35r	<http://purl.obolibrary.org/obo/DHBA_11455>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of area 35r	<http://purl.obolibrary.org/obo/DHBA_11456>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of area 35r	<http://purl.obolibrary.org/obo/DHBA_11457>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IIIa of area 35r	<http://purl.obolibrary.org/obo/DHBA_11458>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IIIb of area 35r	<http://purl.obolibrary.org/obo/DHBA_11459>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IIIu of area 35r	<http://purl.obolibrary.org/obo/DHBA_11460>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of area 35r	<http://purl.obolibrary.org/obo/DHBA_11461>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of area 35r	<http://purl.obolibrary.org/obo/DHBA_11462>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of area 35c	<http://purl.obolibrary.org/obo/DHBA_11463>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of area 35c	<http://purl.obolibrary.org/obo/DHBA_11464>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of area 35c	<http://purl.obolibrary.org/obo/DHBA_11465>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IIIa of area 35c	<http://purl.obolibrary.org/obo/DHBA_11466>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IIIb of area 35c	<http://purl.obolibrary.org/obo/DHBA_11467>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IIIu of area 35c	<http://purl.obolibrary.org/obo/DHBA_11468>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of area 35c	<http://purl.obolibrary.org/obo/DHBA_11469>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of area 35c	<http://purl.obolibrary.org/obo/DHBA_11470>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of area 29	<http://purl.obolibrary.org/obo/DHBA_11476>	Verify	retrosplenial region (http://purl.obolibrary.org/obo/UBERON_0013531)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of area 29	<http://purl.obolibrary.org/obo/DHBA_11477>	Verify	retrosplenial region (http://purl.obolibrary.org/obo/UBERON_0013531)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of area 29	<http://purl.obolibrary.org/obo/DHBA_11478>	Verify	retrosplenial region (http://purl.obolibrary.org/obo/UBERON_0013531)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of area 30	<http://purl.obolibrary.org/obo/DHBA_11481>	Verify	retrosplenial region (http://purl.obolibrary.org/obo/UBERON_0013531)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of area 30	<http://purl.obolibrary.org/obo/DHBA_11482>	Verify	retrosplenial region (http://purl.obolibrary.org/obo/UBERON_0013531)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of area 30	<http://purl.obolibrary.org/obo/DHBA_11483>	Verify	retrosplenial region (http://purl.obolibrary.org/obo/UBERON_0013531)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of area 30	<http://purl.obolibrary.org/obo/DHBA_11484>	Verify	retrosplenial region (http://purl.obolibrary.org/obo/UBERON_0013531)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of area 30	<http://purl.obolibrary.org/obo/DHBA_11485>	Verify	retrosplenial region (http://purl.obolibrary.org/obo/UBERON_0013531)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of area Iag	<http://purl.obolibrary.org/obo/DHBA_11486>	gen	agranular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034893)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of area Iag	<http://purl.obolibrary.org/obo/DHBA_11487>	gen	agranular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034893)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of area Iag	<http://purl.obolibrary.org/obo/DHBA_11488>	gen	agranular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034893)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of area Iag	<http://purl.obolibrary.org/obo/DHBA_11489>	gen	agranular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034893)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of area Iag	<http://purl.obolibrary.org/obo/DHBA_11490>	gen	agranular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034893)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of area FI	<http://purl.obolibrary.org/obo/DHBA_11491>	Verify	agranular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034893)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of area FI	<http://purl.obolibrary.org/obo/DHBA_11492>	Verify	agranular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034893)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of area FI	<http://purl.obolibrary.org/obo/DHBA_11493>	Verify	agranular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034893)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of area FI	<http://purl.obolibrary.org/obo/DHBA_11494>	Verify	agranular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034893)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of area FI	<http://purl.obolibrary.org/obo/DHBA_11495>	Verify	agranular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034893)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I of area TI	<http://purl.obolibrary.org/obo/DHBA_11496>	Verify	agranular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034893)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of area TI	<http://purl.obolibrary.org/obo/DHBA_11497>	Verify	agranular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034893)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of area TI	<http://purl.obolibrary.org/obo/DHBA_11498>	Verify	agranular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034893)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of area TI	<http://purl.obolibrary.org/obo/DHBA_11499>	Verify	agranular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034893)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of area TI	<http://purl.obolibrary.org/obo/DHBA_11500>	Verify	agranular insular cortex (http://purl.obolibrary.org/obo/UBERON_0034893)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal part of CEm	<http://purl.obolibrary.org/obo/DHBA_11501>	gen	central amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002883)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral part of CEm	<http://purl.obolibrary.org/obo/DHBA_11502>	gen	central amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002883)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	apical part of CEl	<http://purl.obolibrary.org/obo/DHBA_11503>	gen	central amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002883)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	capsular part of CEl	<http://purl.obolibrary.org/obo/DHBA_11504>	gen	central amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002883)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	paracapsular part of CEl	<http://purl.obolibrary.org/obo/DHBA_11505>	gen	central amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002883)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	central part of CEl	<http://purl.obolibrary.org/obo/DHBA_11506>	gen	central amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002883)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal division of lateral nucleus	<http://purl.obolibrary.org/obo/DHBA_11507>	gen	lateral amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002886)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal rostral subdivision of lateral nucleus	<http://purl.obolibrary.org/obo/DHBA_11508>	gen	lateral amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002886)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal lateral subdivision of lateral nucleus	<http://purl.obolibrary.org/obo/DHBA_11509>	gen	lateral amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002886)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	comb-like part of LaDl	<http://purl.obolibrary.org/obo/DHBA_11510>	gen	lateral amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002886)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal medial subdivision of lateral nucleus	<http://purl.obolibrary.org/obo/DHBA_11511>	gen	lateral amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002886)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	intermediate division of lateral nucleus	<http://purl.obolibrary.org/obo/DHBA_11512>	gen	lateral amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002886)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral division of lateral nucleus	<http://purl.obolibrary.org/obo/DHBA_11513>	gen	lateral amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002886)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral lateral subdivision of lateral nucleus	<http://purl.obolibrary.org/obo/DHBA_11514>	gen	lateral amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002886)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral medial subdivision of lateral nucleus	<http://purl.obolibrary.org/obo/DHBA_11515>	gen	lateral amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002886)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal (magnocellular) division of basolateral nucleus	<http://purl.obolibrary.org/obo/DHBA_11516>	gen	basal amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002887)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal lateral subdivision of basolateral nucleus	<http://purl.obolibrary.org/obo/DHBA_11517>	gen	basal amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002887)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	intermediate division of basolateral nucleus	<http://purl.obolibrary.org/obo/DHBA_11518>	gen	basal amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002887)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral (parvicellular) division of basolateral nucleus	<http://purl.obolibrary.org/obo/DHBA_11519>	gen	basal amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002887)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral lateral subdivision of basolateral nucleus	<http://purl.obolibrary.org/obo/DHBA_11520>	gen	basal amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002887)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral medial subdivision of basolateral nucleus	<http://purl.obolibrary.org/obo/DHBA_11521>	gen	basal amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002887)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal division of basomedial nucleus	<http://purl.obolibrary.org/obo/DHBA_11522>	gen	accessory basal amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002885)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsolateral subdivision of basomedial nucleus	<http://purl.obolibrary.org/obo/DHBA_11523>	gen	accessory basal amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002885)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsomedial (magnocellular) subdivsion of basomedial nucleus	<http://purl.obolibrary.org/obo/DHBA_11524>	gen	accessory basal amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002885)		
