ID	xref	prefLabel
http://purl.obolibrary.org/obo/DHBA_11540	http://atlas.brain-map.org/atlas?atlas=138322605#structure=11540	intermediate part of putamen  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11540	http://atlas.brain-map.org/atlas?atlas=265297126#structure=11540	intermediate part of putamen  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11540	http://atlas.brain-map.org/atlas?atlas=3#structure=11540	intermediate part of putamen  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11540	http://atlas.brain-map.org/atlas?atlas=138322603#structure=11540	intermediate part of putamen  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12870	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12870	cochlear root of vestibulocochlear nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12870	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12870	cochlear root of vestibulocochlear nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12870	http://atlas.brain-map.org/atlas?atlas=3#structure=12870	cochlear root of vestibulocochlear nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12870	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12870	cochlear root of vestibulocochlear nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12888	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12888	root of vagus nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12888	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12888	root of vagus nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12888	http://atlas.brain-map.org/atlas?atlas=3#structure=12888	root of vagus nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12888	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12888	root of vagus nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10225	http://atlas.brain-map.org/atlas?atlas=138322605#structure=10225	posteroventral (inferior) parietal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10225	http://atlas.brain-map.org/atlas?atlas=265297126#structure=10225	posteroventral (inferior) parietal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10225	http://atlas.brain-map.org/atlas?atlas=3#structure=10225	posteroventral (inferior) parietal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10225	http://atlas.brain-map.org/atlas?atlas=138322603#structure=10225	posteroventral (inferior) parietal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11556	http://atlas.brain-map.org/atlas?atlas=138322605#structure=11556	caudal subdivision of BNSTm  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11556	http://atlas.brain-map.org/atlas?atlas=265297126#structure=11556	caudal subdivision of BNSTm  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11556	http://atlas.brain-map.org/atlas?atlas=3#structure=11556	caudal subdivision of BNSTm  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11556	http://atlas.brain-map.org/atlas?atlas=138322603#structure=11556	caudal subdivision of BNSTm  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11557	http://atlas.brain-map.org/atlas?atlas=138322605#structure=11557	lateral subdivision of BNSTmc  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11557	http://atlas.brain-map.org/atlas?atlas=265297126#structure=11557	lateral subdivision of BNSTmc  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11557	http://atlas.brain-map.org/atlas?atlas=3#structure=11557	lateral subdivision of BNSTmc  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11557	http://atlas.brain-map.org/atlas?atlas=138322603#structure=11557	lateral subdivision of BNSTmc  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12887	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12887	root of glossopharyngeal nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12887	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12887	root of glossopharyngeal nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12887	http://atlas.brain-map.org/atlas?atlas=3#structure=12887	root of glossopharyngeal nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12887	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12887	root of glossopharyngeal nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10226	http://atlas.brain-map.org/atlas?atlas=138322605#structure=10226	rostral division of IPC (area 40)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10226	http://atlas.brain-map.org/atlas?atlas=265297126#structure=10226	rostral division of IPC (area 40)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10226	http://atlas.brain-map.org/atlas?atlas=3#structure=10226	rostral division of IPC (area 40)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10226	http://atlas.brain-map.org/atlas?atlas=138322603#structure=10226	rostral division of IPC (area 40)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12886	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12886	root of hypoglossal nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12886	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12886	root of hypoglossal nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12886	http://atlas.brain-map.org/atlas?atlas=3#structure=12886	root of hypoglossal nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12886	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12886	root of hypoglossal nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11554	http://atlas.brain-map.org/atlas?atlas=138322605#structure=11554	medial cell groups of basal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11554	http://atlas.brain-map.org/atlas?atlas=265297126#structure=11554	medial cell groups of basal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11554	http://atlas.brain-map.org/atlas?atlas=3#structure=11554	medial cell groups of basal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11554	http://atlas.brain-map.org/atlas?atlas=138322603#structure=11554	medial cell groups of basal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10223	http://atlas.brain-map.org/atlas?atlas=138322605#structure=10223	caudal subdivision of area 7  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10223	http://atlas.brain-map.org/atlas?atlas=265297126#structure=10223	caudal subdivision of area 7  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10223	http://atlas.brain-map.org/atlas?atlas=3#structure=10223	caudal subdivision of area 7  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10223	http://atlas.brain-map.org/atlas?atlas=138322603#structure=10223	caudal subdivision of area 7  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11555	http://atlas.brain-map.org/atlas?atlas=138322605#structure=11555	rostral subdivision of BNSTm  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11555	http://atlas.brain-map.org/atlas?atlas=265297126#structure=11555	rostral subdivision of BNSTm  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11555	http://atlas.brain-map.org/atlas?atlas=3#structure=11555	rostral subdivision of BNSTm  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11555	http://atlas.brain-map.org/atlas?atlas=138322603#structure=11555	rostral subdivision of BNSTm  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10224	http://atlas.brain-map.org/atlas?atlas=138322605#structure=10224	postcentral subdivision of area 7  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10224	http://atlas.brain-map.org/atlas?atlas=265297126#structure=10224	postcentral subdivision of area 7  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10224	http://atlas.brain-map.org/atlas?atlas=3#structure=10224	postcentral subdivision of area 7  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10224	http://atlas.brain-map.org/atlas?atlas=138322603#structure=10224	postcentral subdivision of area 7  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12885	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12885	spinal root of accessory nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12885	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12885	spinal root of accessory nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12885	http://atlas.brain-map.org/atlas?atlas=3#structure=12885	spinal root of accessory nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12885	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12885	spinal root of accessory nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10227	http://atlas.brain-map.org/atlas?atlas=138322605#structure=10227	rostrodorsal subdivision of area 40  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10227	http://atlas.brain-map.org/atlas?atlas=265297126#structure=10227	rostrodorsal subdivision of area 40  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10227	http://atlas.brain-map.org/atlas?atlas=3#structure=10227	rostrodorsal subdivision of area 40  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10227	http://atlas.brain-map.org/atlas?atlas=138322603#structure=10227	rostrodorsal subdivision of area 40  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11559	http://atlas.brain-map.org/atlas?atlas=138322605#structure=11559	medial subdivision of BNSTmc  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11559	http://atlas.brain-map.org/atlas?atlas=265297126#structure=11559	medial subdivision of BNSTmc  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11559	http://atlas.brain-map.org/atlas?atlas=3#structure=11559	medial subdivision of BNSTmc  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11559	http://atlas.brain-map.org/atlas?atlas=138322603#structure=11559	medial subdivision of BNSTmc  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12889	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12889	ventral (anterior) median medullary sulcus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12889	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12889	ventral (anterior) median medullary sulcus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12889	http://atlas.brain-map.org/atlas?atlas=3#structure=12889	ventral (anterior) median medullary sulcus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12889	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12889	ventral (anterior) median medullary sulcus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10228	http://atlas.brain-map.org/atlas?atlas=138322605#structure=10228	rostroventral subdivision of area 40  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10228	http://atlas.brain-map.org/atlas?atlas=265297126#structure=10228	rostroventral subdivision of area 40  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10228	http://atlas.brain-map.org/atlas?atlas=3#structure=10228	rostroventral subdivision of area 40  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10228	http://atlas.brain-map.org/atlas?atlas=138322603#structure=10228	rostroventral subdivision of area 40  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12880	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12880	dorsal intermedite medullary sulcus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12880	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12880	dorsal intermedite medullary sulcus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12880	http://atlas.brain-map.org/atlas?atlas=3#structure=12880	dorsal intermedite medullary sulcus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12880	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12880	dorsal intermedite medullary sulcus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12884	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12884	cranial root of accessory nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12884	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12884	cranial root of accessory nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12884	http://atlas.brain-map.org/atlas?atlas=3#structure=12884	cranial root of accessory nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12884	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12884	cranial root of accessory nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11552	http://atlas.brain-map.org/atlas?atlas=138322605#structure=11552	ventral division of lateral septal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11552	http://atlas.brain-map.org/atlas?atlas=265297126#structure=11552	ventral division of lateral septal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11552	http://atlas.brain-map.org/atlas?atlas=3#structure=11552	ventral division of lateral septal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11552	http://atlas.brain-map.org/atlas?atlas=138322603#structure=11552	ventral division of lateral septal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10221	http://atlas.brain-map.org/atlas?atlas=138322605#structure=10221	rostral subdivision of area 7  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10221	http://atlas.brain-map.org/atlas?atlas=265297126#structure=10221	rostral subdivision of area 7  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10221	http://atlas.brain-map.org/atlas?atlas=3#structure=10221	rostral subdivision of area 7  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10221	http://atlas.brain-map.org/atlas?atlas=138322603#structure=10221	rostral subdivision of area 7  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11553	http://atlas.brain-map.org/atlas?atlas=138322605#structure=11553	lateral cell groups of basal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11553	http://atlas.brain-map.org/atlas?atlas=265297126#structure=11553	lateral cell groups of basal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11553	http://atlas.brain-map.org/atlas?atlas=3#structure=11553	lateral cell groups of basal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11553	http://atlas.brain-map.org/atlas?atlas=138322603#structure=11553	lateral cell groups of basal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12883	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12883	root of accessory nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12883	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12883	root of accessory nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12883	http://atlas.brain-map.org/atlas?atlas=3#structure=12883	root of accessory nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12883	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12883	root of accessory nerve  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10222	http://atlas.brain-map.org/atlas?atlas=138322605#structure=10222	medial subdivision of area 7  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10222	http://atlas.brain-map.org/atlas?atlas=265297126#structure=10222	medial subdivision of area 7  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10222	http://atlas.brain-map.org/atlas?atlas=3#structure=10222	medial subdivision of area 7  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10222	http://atlas.brain-map.org/atlas?atlas=138322603#structure=10222	medial subdivision of area 7  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12882	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12882	postolivary sulcus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12882	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12882	postolivary sulcus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12882	http://atlas.brain-map.org/atlas?atlas=3#structure=12882	postolivary sulcus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12882	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12882	postolivary sulcus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11550	http://atlas.brain-map.org/atlas?atlas=138322605#structure=11550	dorsal division of lateral septal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11550	http://atlas.brain-map.org/atlas?atlas=265297126#structure=11550	dorsal division of lateral septal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11550	http://atlas.brain-map.org/atlas?atlas=3#structure=11550	dorsal division of lateral septal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11550	http://atlas.brain-map.org/atlas?atlas=138322603#structure=11550	dorsal division of lateral septal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12881	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12881	dorsal lateral medullary sulcus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12881	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12881	dorsal lateral medullary sulcus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12881	http://atlas.brain-map.org/atlas?atlas=3#structure=12881	dorsal lateral medullary sulcus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12881	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12881	dorsal lateral medullary sulcus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11551	http://atlas.brain-map.org/atlas?atlas=138322605#structure=11551	intermediate division of lateral septal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11551	http://atlas.brain-map.org/atlas?atlas=265297126#structure=11551	intermediate division of lateral septal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11551	http://atlas.brain-map.org/atlas?atlas=3#structure=11551	intermediate division of lateral septal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11551	http://atlas.brain-map.org/atlas?atlas=138322603#structure=11551	intermediate division of lateral septal nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10220	http://atlas.brain-map.org/atlas?atlas=138322605#structure=10220	caudal division of SPC (area 7)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10220	http://atlas.brain-map.org/atlas?atlas=265297126#structure=10220	caudal division of SPC (area 7)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10220	http://atlas.brain-map.org/atlas?atlas=3#structure=10220	caudal division of SPC (area 7)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10220	http://atlas.brain-map.org/atlas?atlas=138322603#structure=10220	caudal division of SPC (area 7)  ( human dev )
http://purl.obolibrary.org/obo/HBA_4124	http://atlas.brain-map.org/atlas?atlas=265297125#structure=4124	precuneus, right, inferior lateral bank of gyrus  ( human )
http://purl.obolibrary.org/obo/HBA_4123	http://atlas.brain-map.org/atlas?atlas=265297125#structure=4123	precuneus, right, superior lateral bank of gyrus  ( human )
http://purl.obolibrary.org/obo/HBA_4122	http://atlas.brain-map.org/atlas?atlas=265297125#structure=4122	precuneus, right  ( human )
http://purl.obolibrary.org/obo/HBA_4121	http://atlas.brain-map.org/atlas?atlas=265297125#structure=4121	precuneus, left, inferior lateral bank of gyrus  ( human )
http://purl.obolibrary.org/obo/HBA_4120	http://atlas.brain-map.org/atlas?atlas=265297125#structure=4120	precuneus, left, superior lateral bank of gyrus  ( human )
http://purl.obolibrary.org/obo/HBA_4129	http://atlas.brain-map.org/atlas?atlas=265297125#structure=4129	paracentral lobule, posterior part, right  ( human )
http://purl.obolibrary.org/obo/HBA_4128	http://atlas.brain-map.org/atlas?atlas=265297125#structure=4128	paracentral lobule, posterior part, left, bank of cingulate sulcus  ( human )
http://purl.obolibrary.org/obo/HBA_4127	http://atlas.brain-map.org/atlas?atlas=265297125#structure=4127	paracentral lobule, posterior part, left, lateral bank of gyrus  ( human )
http://purl.obolibrary.org/obo/HBA_4126	http://atlas.brain-map.org/atlas?atlas=265297125#structure=4126	paracentral lobule, posterior part, left  ( human )
http://purl.obolibrary.org/obo/HBA_4125	http://atlas.brain-map.org/atlas?atlas=265297125#structure=4125	paracentral lobule, posterior part  ( human )
http://purl.obolibrary.org/obo/DHBA_11567	http://atlas.brain-map.org/atlas?atlas=138322605#structure=11567	medial column of BNSTsc  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11567	http://atlas.brain-map.org/atlas?atlas=265297126#structure=11567	medial column of BNSTsc  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11567	http://atlas.brain-map.org/atlas?atlas=3#structure=11567	medial column of BNSTsc  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11567	http://atlas.brain-map.org/atlas?atlas=138322603#structure=11567	medial column of BNSTsc  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10236	http://atlas.brain-map.org/atlas?atlas=138322605#structure=10236	primary auditory cortex (core)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10236	http://atlas.brain-map.org/atlas?atlas=265297126#structure=10236	primary auditory cortex (core)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10236	http://atlas.brain-map.org/atlas?atlas=3#structure=10236	primary auditory cortex (core)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10236	http://atlas.brain-map.org/atlas?atlas=138322603#structure=10236	primary auditory cortex (core)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10237	http://atlas.brain-map.org/atlas?atlas=138322605#structure=10237	main portion of A1C (area TC, area 41)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10237	http://atlas.brain-map.org/atlas?atlas=265297126#structure=10237	main portion of A1C (area TC, area 41)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10237	http://atlas.brain-map.org/atlas?atlas=3#structure=10237	main portion of A1C (area TC, area 41)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10237	http://atlas.brain-map.org/atlas?atlas=138322603#structure=10237	main portion of A1C (area TC, area 41)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11568	http://atlas.brain-map.org/atlas?atlas=138322605#structure=11568	intercalated nuclei of BNST  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11568	http://atlas.brain-map.org/atlas?atlas=265297126#structure=11568	intercalated nuclei of BNST  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11568	http://atlas.brain-map.org/atlas?atlas=3#structure=11568	intercalated nuclei of BNST  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11568	http://atlas.brain-map.org/atlas?atlas=138322603#structure=11568	intercalated nuclei of BNST  ( human dev )
http://purl.obolibrary.org/obo/GO_0045719		negative regulation of glycogen biosynthetic process
http://purl.obolibrary.org/obo/DHBA_10234	http://atlas.brain-map.org/atlas?atlas=138322605#structure=10234	caudal subdivision of area 39  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10234	http://atlas.brain-map.org/atlas?atlas=265297126#structure=10234	caudal subdivision of area 39  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10234	http://atlas.brain-map.org/atlas?atlas=3#structure=10234	caudal subdivision of area 39  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10234	http://atlas.brain-map.org/atlas?atlas=138322603#structure=10234	caudal subdivision of area 39  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11565	http://atlas.brain-map.org/atlas?atlas=138322605#structure=11565	supracapsular division of BNST  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11565	http://atlas.brain-map.org/atlas?atlas=265297126#structure=11565	supracapsular division of BNST  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11565	http://atlas.brain-map.org/atlas?atlas=3#structure=11565	supracapsular division of BNST  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11565	http://atlas.brain-map.org/atlas?atlas=138322603#structure=11565	supracapsular division of BNST  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11566	http://atlas.brain-map.org/atlas?atlas=138322605#structure=11566	lateral column of BNSTsc  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11566	http://atlas.brain-map.org/atlas?atlas=265297126#structure=11566	lateral column of BNSTsc  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11566	http://atlas.brain-map.org/atlas?atlas=3#structure=11566	lateral column of BNSTsc  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11566	http://atlas.brain-map.org/atlas?atlas=138322603#structure=11566	lateral column of BNSTsc  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10235	http://atlas.brain-map.org/atlas?atlas=138322605#structure=10235	temporal neocortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10235	http://atlas.brain-map.org/atlas?atlas=265297126#structure=10235	temporal neocortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10235	http://atlas.brain-map.org/atlas?atlas=3#structure=10235	temporal neocortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10235	http://atlas.brain-map.org/atlas?atlas=138322603#structure=10235	temporal neocortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10238	http://atlas.brain-map.org/atlas?atlas=138322605#structure=10238	rostral portion of A1C  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10238	http://atlas.brain-map.org/atlas?atlas=265297126#structure=10238	rostral portion of A1C  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10238	http://atlas.brain-map.org/atlas?atlas=3#structure=10238	rostral portion of A1C  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10238	http://atlas.brain-map.org/atlas?atlas=138322603#structure=10238	rostral portion of A1C  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11569	http://atlas.brain-map.org/atlas?atlas=138322605#structure=11569	medial division of sublenticular extended amygdala  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11569	http://atlas.brain-map.org/atlas?atlas=265297126#structure=11569	medial division of sublenticular extended amygdala  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11569	http://atlas.brain-map.org/atlas?atlas=3#structure=11569	medial division of sublenticular extended amygdala  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11569	http://atlas.brain-map.org/atlas?atlas=138322603#structure=11569	medial division of sublenticular extended amygdala  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10239	http://atlas.brain-map.org/atlas?atlas=138322605#structure=10239	secondary auditory cortex (belt, area 42)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10239	http://atlas.brain-map.org/atlas?atlas=265297126#structure=10239	secondary auditory cortex (belt, area 42)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10239	http://atlas.brain-map.org/atlas?atlas=3#structure=10239	secondary auditory cortex (belt, area 42)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10239	http://atlas.brain-map.org/atlas?atlas=138322603#structure=10239	secondary auditory cortex (belt, area 42)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12890	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12890	spinal cord  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12890	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12890	spinal cord  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12890	http://atlas.brain-map.org/atlas?atlas=3#structure=12890	spinal cord  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12890	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12890	spinal cord  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10232	http://atlas.brain-map.org/atlas?atlas=138322605#structure=10232	caudal division of IPC (area 39)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10232	http://atlas.brain-map.org/atlas?atlas=265297126#structure=10232	caudal division of IPC (area 39)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10232	http://atlas.brain-map.org/atlas?atlas=3#structure=10232	caudal division of IPC (area 39)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_10232	http://atlas.brain-map.org/atlas?atlas=138322603#structure=10232	caudal division of IPC (area 39)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11563	http://atlas.brain-map.org/atlas?atlas=138322605#structure=11563	ventral subdivision of BNSTl  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11563	http://atlas.brain-map.org/atlas?atlas=265297126#structure=11563	ventral subdivision of BNSTl  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11563	http://atlas.brain-map.org/atlas?atlas=3#structure=11563	ventral subdivision of BNSTl  ( human dev )
http://purl.obolibrary.org/obo/DHBA_11563	http://atlas.brain-map.org/atlas?atlas=138322603#structure=11563	ventral subdivision of BNSTl  ( human dev )
